Filename,Table name [should match with redivis],Description,URL,Reference,DOI,Original License,Public Reshare?,Derived License,Notes,Contributor,Date
ALSECYPIAMH_WU_2022_SWLS,alsecypiamh_wu_2022_swls,Satisfaction with Life Scale,https://osf.io/jqzbx/,"Wu, Y., Yan, W., & Wu, Y. (2024, April 18). A large-scale evaluation of Chinese youth purpose and its associations with mental health. https://doi.org/10.17605/OSF.IO/JQZBX",10.17605/OSF.IO/JQZBX,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-26-2024
DMCT_Addis_2020_MCT,dmct_addis_2020_mct,Imagery comparisons task,https://osf.io/vf27z/?view_only=43c4db49648f428c914ebdcc4e191f27,"Suggate, S.P. Beyond self-report: Measuring visual, auditory, and tactile mental imagery using a mental comparison task. Behav Res 56, 8658–8676 (2024). https://doi.org/10.3758/s13428-024-02496-z",10.3758/s13428-024-02496-z,MIT License,Public,MIT License,,arthur,11-26-2024
DMCT_Addis_2020_SUIS,dmct_addis_2020_suis,Spontaneous Use of Imagery Scale,https://osf.io/vf27z/?view_only=43c4db49648f428c914ebdcc4e191f27,"Suggate, S.P. Beyond self-report: Measuring visual, auditory, and tactile mental imagery using a mental comparison task. Behav Res 56, 8658–8676 (2024). https://doi.org/10.3758/s13428-024-02496-z",10.3758/s13428-024-02496-z,MIT License,Public,MIT License,,arthur,11-26-2024
DMCT_Addis_2020_PSIQ,dmct_addis_2020_psiq,Plymouth Sensory Imagery Questionnaire,https://osf.io/vf27z/?view_only=43c4db49648f428c914ebdcc4e191f27,"Suggate, S.P. Beyond self-report: Measuring visual, auditory, and tactile mental imagery using a mental comparison task. Behav Res 56, 8658–8676 (2024). https://doi.org/10.3758/s13428-024-02496-z",10.3758/s13428-024-02496-z,MIT License,Public,MIT License,,arthur,11-26-2024
Ellipse_Corssley_2024,ellipse_corssley_2024,"The English Language Learner Insight, Proficiency and Skills Evaluation (ELLIPSE)",https://github.com/scrosseye/ELLIPSE-Corpus?tab=readme-ov-file#readme,"Crossley, S. A., Tian, Y., Baffour, P., Franklin, A., Kim, Y., Morris, W., Benner, B., Picou, A., & Boser, U. (2023). Measuring second language proficiency using the English Language Learner Insight, Proficiency and Skills Evaluation (ELLIPSE) Corpus. International Journal of Learner Corpus Research, 9 (2), 248-269.",,CC BY-NC-SA 4.0,Public,CC BY-NC-SA 4.0,Data modified from original. Cannot be used for any commercial purpose. See license at: https://creativecommons.org/licenses/by-nc-sa/4.0/,arthur,11-27-2024
MGSISGCLQ_Hollyhead_2018,mgsisgclq_hollyhead_2018,"Male Genital Self-image Scale, Gynaecologic Cancer Lymphedema Questionnaire",https://osf.io/5vhju/,"Hollyhead, C., & Branney, P. (2018, December 10). Assessing the validity of the Male Genital Self-Image Scale and the Gynaecologic Cancer Lymphedema Questionnaire in a UK population of healthy males over forty. https://doi.org/10.17605/OSF.IO/5VHJU",10.17605/OSF.IO/5VHJU,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
ECPS_Sahm_2024_Identity,ecps_sahm_2024_identity,German Version of the Emotion Regulation Questionnaire-Short Form - Identity Subscale,https://osf.io/n26mb/,"Sahm, A. H. J., Burghart, M., & Mier, D. (2024, October 21). Psychometric Properties of a German Version of the Emotion Regulation Questionnaire-Short Form (ERQ-S): Evidence from Community and Patient Samples. https://doi.org/10.17605/OSF.IO/N26MB",10.17605/OSF.IO/N26MB,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
ECPS_Sahm_2024_Stress,ecps_sahm_2024_stress,German Version of the Emotion Regulation Questionnaire-Short Form - Stress Related Subscale,https://osf.io/n26mb/,"Sahm, A. H. J., Burghart, M., & Mier, D. (2024, October 21). Psychometric Properties of a German Version of the Emotion Regulation Questionnaire-Short Form (ERQ-S): Evidence from Community and Patient Samples. https://doi.org/10.17605/OSF.IO/N26MB",10.17605/OSF.IO/N26MB,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
ECPS_Sahm_2024_Support,ecps_sahm_2024_support,German Version of the Emotion Regulation Questionnaire-Short Form - Perceived Support Subscale,https://osf.io/n26mb/,"Sahm, A. H. J., Burghart, M., & Mier, D. (2024, October 21). Psychometric Properties of a German Version of the Emotion Regulation Questionnaire-Short Form (ERQ-S): Evidence from Community and Patient Samples. https://doi.org/10.17605/OSF.IO/N26MB",10.17605/OSF.IO/N26MB,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
ECPS_Sahm_2024_SSCD,ecps_sahm_2024_sscd,German Version of the Emotion Regulation Questionnaire-Short Form - Staying Safe & Compliance Subscale,https://osf.io/n26mb/,"Sahm, A. H. J., Burghart, M., & Mier, D. (2024, October 21). Psychometric Properties of a German Version of the Emotion Regulation Questionnaire-Short Form (ERQ-S): Evidence from Community and Patient Samples. https://doi.org/10.17605/OSF.IO/N26MB",10.17605/OSF.IO/N26MB,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
ECPS_Sahm_2024_Vaccine,ecps_sahm_2024_vaccine,German Version of the Emotion Regulation Questionnaire-Short Form - Vaccine Subscale,https://osf.io/n26mb/,"Sahm, A. H. J., Burghart, M., & Mier, D. (2024, October 21). Psychometric Properties of a German Version of the Emotion Regulation Questionnaire-Short Form (ERQ-S): Evidence from Community and Patient Samples. https://doi.org/10.17605/OSF.IO/N26MB",10.17605/OSF.IO/N26MB,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
ECPS_Sahm_2024_Trust,ecps_sahm_2024_trust,German Version of the Emotion Regulation Questionnaire-Short Form - Trust Subscale,https://osf.io/n26mb/,"Sahm, A. H. J., Burghart, M., & Mier, D. (2024, October 21). Psychometric Properties of a German Version of the Emotion Regulation Questionnaire-Short Form (ERQ-S): Evidence from Community and Patient Samples. https://doi.org/10.17605/OSF.IO/N26MB",10.17605/OSF.IO/N26MB,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
ECPS_Sahm_2024_IA,ecps_sahm_2024_ia,German Version of the Emotion Regulation Questionnaire-Short Form - Information Acquisition Subscale,https://osf.io/n26mb/,"Sahm, A. H. J., Burghart, M., & Mier, D. (2024, October 21). Psychometric Properties of a German Version of the Emotion Regulation Questionnaire-Short Form (ERQ-S): Evidence from Community and Patient Samples. https://doi.org/10.17605/OSF.IO/N26MB",10.17605/OSF.IO/N26MB,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
ECPS_Sahm_2024_Distrust,ecps_sahm_2024_distrust,German Version of the Emotion Regulation Questionnaire-Short Form - Distrust Subscale,https://osf.io/n26mb/,"Sahm, A. H. J., Burghart, M., & Mier, D. (2024, October 21). Psychometric Properties of a German Version of the Emotion Regulation Questionnaire-Short Form (ERQ-S): Evidence from Community and Patient Samples. https://doi.org/10.17605/OSF.IO/N26MB",10.17605/OSF.IO/N26MB,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
ECPS_Sahm_2024_Emotion,ecps_sahm_2024_emotion,German Version of the Emotion Regulation Questionnaire-Short Form - Emotion Subscale,https://osf.io/n26mb/,"Sahm, A. H. J., Burghart, M., & Mier, D. (2024, October 21). Psychometric Properties of a German Version of the Emotion Regulation Questionnaire-Short Form (ERQ-S): Evidence from Community and Patient Samples. https://doi.org/10.17605/OSF.IO/N26MB",10.17605/OSF.IO/N26MB,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
ECPS_Sahm_2024_DTL,ecps_sahm_2024_dtl,German Version of the Emotion Regulation Questionnaire-Short Form - Deal with Things in Life Subscale,https://osf.io/n26mb/,"Sahm, A. H. J., Burghart, M., & Mier, D. (2024, October 21). Psychometric Properties of a German Version of the Emotion Regulation Questionnaire-Short Form (ERQ-S): Evidence from Community and Patient Samples. https://doi.org/10.17605/OSF.IO/N26MB",10.17605/OSF.IO/N26MB,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
ECPS_Sahm_2024_Moral,ecps_sahm_2024_moral,German Version of the Emotion Regulation Questionnaire-Short Form - Moral Subscale,https://osf.io/n26mb/,"Sahm, A. H. J., Burghart, M., & Mier, D. (2024, October 21). Psychometric Properties of a German Version of the Emotion Regulation Questionnaire-Short Form (ERQ-S): Evidence from Community and Patient Samples. https://doi.org/10.17605/OSF.IO/N26MB",10.17605/OSF.IO/N26MB,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
CHEXI_Lin_2019,chexi_lin_2019,Child Executive Functioning Inventory (CHEXI) Parent/teacher-report,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YRLEAY,"Lin, Hui-Li, 2019, ""TC-CHEXI"", https://doi.org/10.7910/DVN/YRLEAY, Harvard Dataverse, V1",10.7910/DVN/YRLEAY,CC 1.0,Public,CC 1.0,,arthur,11-27-2024
SCS_Suh_2023_SCS,scs_suh_2023_scs,Singelis Self-Construal Scale,https://osf.io/wsjkb/,"Suh, D. E. (2024, April 24). The 10-Item Version Singelis’s Self-Construal Scale (SCS-Short Version) for Korean Adults: Psychometric Properties, Measurement Invariance with European Americans, and Associations with Social Anxiety. Retrieved from osf.io/wsjkb",10.1007/s41811-024-00214-3,permission via email,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
SCS_Suh_2023_SIAPS,scs_suh_2023_siaps,Social Phobia Scale and Social Interaction Anxiety Scale,https://osf.io/wsjkb/,"Suh, D. E. (2024, April 24). The 10-Item Version Singelis’s Self-Construal Scale (SCS-Short Version) for Korean Adults: Psychometric Properties, Measurement Invariance with European Americans, and Associations with Social Anxiety. Retrieved from osf.io/wsjkb",10.1007/s41811-024-00214-3,permission via email,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
SCS_Suh_2023_BFNE,scs_suh_2023_bfne,Brief Fear of Negative-Evaluation Scale,https://osf.io/wsjkb/,"Suh, D. E. (2024, April 24). The 10-Item Version Singelis’s Self-Construal Scale (SCS-Short Version) for Korean Adults: Psychometric Properties, Measurement Invariance with European Americans, and Associations with Social Anxiety. Retrieved from osf.io/wsjkb",10.1007/s41811-024-00214-3,permission via email,Public,CC-By Attribution 4.0 International,,arthur,11-27-2024
Baron, H., Blair, R., Choi, D. D., Gamboa, L., Gottlieb, J., Robinson, A. L., … West, E. A. (2021, May 10). Couples Therapy for a Divided America: Assessing the Effects of Reciprocal Group Reflection on Partisan Polarization. https://doi.org/10.31219/osf.io/3x7z82024, ""Replication Data for: Couples Therapy for a Divided America: Assessing the Effects of Reciprocal Group Reflection on Partisan Polarization"", https://doi.org/10.7910/DVN/ZDFX1V, Harvard Dataverse, V1, UNF:6:M6GILdegwYjp+ggogy1yMg== [fileUNF]",10.7910/DVN/ZDFX1V,CC0 1.0,Public,CC0 1.0,,josh,12-10-2024
FGSIS_Berzeviczy_2018,fgsis_berzeviczy_2018,Female genital self-image,https://osf.io/7mgxk/,,10.17605/OSF.IO/7MGXK,CC BY 4.0,Public,CC BY 4.0,,savira,12-12-2024
Davis, N. T. (2023). The psychometric properties of the Christian nationalism scale. Politics and Religion, 16(1), 1-26.",10.1017/S1755048322000256,CC0 1.0,Public,CC0 1.0,,ben,12-12-2024
Mather, K. A., & Condon, D. M. (2023). Development of a Public-Domain Measure of Two-Dimensional Rotation Ability and Preliminary Evidence for Discriminant Validity among Occupations. Journal of Intelligence, 11(10), 191.",10.3390/jintelligence11100191,CC0 1.0,Public,CC0 1.0,,ben,12-12-2024
",10.1371/journal.pone.0278232,CC0 1.0,Public,CC0 1.0,,ben,12-12-2024
ees_sarling_2024,ees_sarling_2024,Swedish translation of the empathetic experience scale,https://osf.io/fr7wz/,"Sarling, A., Sundin, Ö., & Jansson, B. (2024). Psychometric evaluation of the Swedish Version of the Empathic Experience Scale (EES).Psychological Test Adaptation and Development, 5(1), 192–200. https://doi.org/10.1027/2698-1866/a000079",10.1027/2698-1866/a000079,email permission,Public,CC BY 4.0,,savira,12-14-2024
teq_novak_2021_bfin,teq_novak_2021_bfin,Big Five Inventory-Neuroticism Subscale (BFI-N),https://osf.io/z85cv/,"Novak, L., Malinakova, K., Mikoska, P., van Dijk, J. P., Dechterenko, F., Ptacek, R., & Tavel, P. (2021). Psychometric analysis of the Czech version of the Toronto Empathy Questionnaire. International journal of environmental research and public health, 18(10), 5343.",10.3390/ijerph18105343,CC BY 4.0,Public,CC BY 4.0,,savira,12-15-2024
teq_novak_2021_selfesteem,teq_novak_2021_selfesteem,Rosenberg Self-Esteem Scale (RSES),https://osf.io/z85cv/,"Novak, L., Malinakova, K., Mikoska, P., van Dijk, J. P., Dechterenko, F., Ptacek, R., & Tavel, P. (2021). Psychometric analysis of the Czech version of the Toronto Empathy Questionnaire. International journal of environmental research and public health, 18(10), 5343.",10.3390/ijerph18105343,CC BY 4.0,Public,CC BY 4.0,,savira,12-15-2024
teq_novak_2021_spirit,teq_novak_2021_spirit,Daily Spiritual Experience Scale (DSES),https://osf.io/z85cv/,"Novak, L., Malinakova, K., Mikoska, P., van Dijk, J. P., Dechterenko, F., Ptacek, R., & Tavel, P. (2021). Psychometric analysis of the Czech version of the Toronto Empathy Questionnaire. International journal of environmental research and public health, 18(10), 5343.",10.3390/ijerph18105343,CC BY 4.0,Public,CC BY 4.0,,savira,12-15-2024
teq_novak_2021_scbs,teq_novak_2021_scbs,Santa Clara Brief Compassion Scale (SCBCS),https://osf.io/z85cv/,"Novak, L., Malinakova, K., Mikoska, P., van Dijk, J. P., Dechterenko, F., Ptacek, R., & Tavel, P. (2021). Psychometric analysis of the Czech version of the Toronto Empathy Questionnaire. International journal of environmental research and public health, 18(10), 5343.",10.3390/ijerph18105343,CC BY 4.0,Public,CC BY 4.0,,savira,12-15-2024
teq_novak_2021_socdes,teq_novak_2021_socdes,Short Social Desirability Scale (SDRS),https://osf.io/z85cv/,"Novak, L., Malinakova, K., Mikoska, P., van Dijk, J. P., Dechterenko, F., Ptacek, R., & Tavel, P. (2021). Psychometric analysis of the Czech version of the Toronto Empathy Questionnaire. International journal of environmental research and public health, 18(10), 5343.",10.3390/ijerph18105343,CC BY 4.0,Public,CC BY 4.0,,savira,12-15-2024
teq_novak_2021_teq,teq_novak_2021_teq,Toronto Empathy Questionnaire (TEQ),https://osf.io/z85cv/,"Novak, L., Malinakova, K., Mikoska, P., van Dijk, J. P., Dechterenko, F., Ptacek, R., & Tavel, P. (2021). Psychometric analysis of the Czech version of the Toronto Empathy Questionnaire. International journal of environmental research and public health, 18(10), 5343.",10.3390/ijerph18105343,CC BY 4.0,Public,CC BY 4.0,,savira,12-15-2024
Berger, U., & Anaki, D. (2015). Data from “Demographic Influences on Disgust: Evidence from A Heterogeneous Sample. Journal of Open Psychology Data, 3(1), e1-e1.",10.5334/jopd.ag,CC0,Public,CC0,,ben,12-16-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,LCM/Savira,12-17-2024
",Public,CC BY 4.0,,ldm/savira,12-19-2024
",Public,CC BY 4.0,,ldm/savira,12-19-2024
",Public,CC BY 4.0,,ldm/savira,12-19-2024
",Public,CC BY 4.0,,ldm/savira,12-19-2024
",Public,CC BY 4.0,,ldm/savira,12-19-2024
",Public,CC BY 4.0,,ldm/savira,12-19-2024
",Public,CC BY 4.0,,ldm/savira,12-19-2024
cbq_huczewska2022,cbq_huczewska2022,Childbearing Questionnaire ,https://osf.io/f73jq/,"Huczewska, I., Leśniak, J., Mynarska, M. et al. A Short Measure of Childbearing Motivations: Development and Psychometric Evaluation in Polish Samples of Adults and Adolescents. J Child Fam Stud 32, 1823–1838 (2023). https://doi.org/10.1007/s10826-022-02497-6",10.1007/s10826-022-02497-6,CC0 1.0 Universal ,Public,CC0 1.0 Universal ,,bd,12-19-2024
cud_stone2024.csv,cud_stone2024.csv,"Cannabis cravings, severity and problems",https://osf.io/nswbk/?view_only=,"Stone, B.M., Gray, K.M., Tomko, R.L. et al. Differential Mechanisms of Behavior Change in Cannabis Use Disorder Treatments: Functional Improvements and Clinical Implications. Int J Ment Health Addiction (2024). https://doi.org/10.1007/s11469-023-01231-7",10.1007/s11469-023-01231-7,CC BY 4.0,Public,CC BY 4.0,,bd,12-20-2024
sat12_wilson_2003,sat12_wilson_2003,grade 12 science assessment test (SAT),https://github.com/philchalmers/mirt/blob/main/data/SAT12.RData,"Wood, R., Wilson, D. T., Gibbons, R. D., Schilling, S. G., Muraki, E., & Bock, R. D. (2003). TESTFACT 4 for Windows: Test Scoring, Item Statistics, and Full-information Item Factor Analysis [Computer software]. Lincolnwood, IL: Scientific Software International.",,GPLv3,Public,GPLv3,,arthur,1-2-2025
mbft_anunciacao_2024,mbft_anunciacao_2024,Murray Needs Theory and Big Five Theory,https://osf.io/wkzan/,"Anunciacao, L. (2024, December 13). Personality - Murray and Big five theory. Retrieved from osf.io/wkzan",,permission via email,Public,CC BY 4.0,,arthur,1-3-2025
ieswriting_molloy_2022,ieswriting_molloy_2022,IES Writing Achievement Study,https://github.com/EducationalTestingService/ies-writing-achievement-study-data,"Educational Testing Service. (n.d.). IES Writing Achievement Study Data. GitHub. Retrieved January 6, 2025, from https://github.com/EducationalTestingService/ies-writing-achievement-study-data",,permission via email,Public,CC BY 4.0,,arthur,1-4-2025
aslec_insomnia_wang2025,aslec_insomnia_wang2025,The Adolescent Self-rating Life Events Checklist (ASLEC),https://figshare.com/s/59a2c9e849bc019da6e4?file=48176917,"Wang, W., Shen, X., Guo, X., Liu, S., Chen, Q., Ma, S., & Jian, Y. (2025). Psychometric evaluation of the insomnia severity index in 570,295 Chinese adolescents: A bifactor item-response theory analysis. Journal of Pacific Rim Psychology, 19, 18344909241310783.",10.1177/183449092413107,CC BY 4.0,Public,CC BY 4.0,"item text available, see supplemental materials to manuscript",bd,1-10-2025
isi_insomnia_wang2025,isi_insomnia_wang2025,The Insomnia Severity Index (ISI),https://figshare.com/s/59a2c9e849bc019da6e4?file=48176917,"Wang, W., Shen, X., Guo, X., Liu, S., Chen, Q., Ma, S., & Jian, Y. (2025). Psychometric evaluation of the insomnia severity index in 570,295 Chinese adolescents: A bifactor item-response theory analysis. Journal of Pacific Rim Psychology, 19, 18344909241310783.",10.1177/183449092413107,CC BY 4.0,Public,CC BY 4.0,"item text available, see supplemental materials to manuscript",bd,1-10-2025
phq_insomnia_wang2025,phq_insomnia_wang2025,The Patient Health Questionnaire (PHQ-9),https://figshare.com/s/59a2c9e849bc019da6e4?file=48176917,"Wang, W., Shen, X., Guo, X., Liu, S., Chen, Q., Ma, S., & Jian, Y. (2025). Psychometric evaluation of the insomnia severity index in 570,295 Chinese adolescents: A bifactor item-response theory analysis. Journal of Pacific Rim Psychology, 19, 18344909241310783.",10.1177/183449092413107,CC BY 4.0,Public,CC BY 4.0,"item text available, see supplemental materials to manuscript",bd,1-10-2025
aappss_malpas_2019_scl,aappss_malpas_2019_scl,The Symptom Checklist 90(SCL-90-R),https://osf.io/3ba2z/,"Malpas, C. B., De Wei Wang, A., Leong, M. M. Y., Johnstone, B., Rayner, G., Kalincik, T., … Velakoulis, D. (2019, October 31). Abbreviated assessment of psychopathology in patients with suspected seizure disorders. https://doi.org/10.17605/OSF.IO/3BA2Z",10.1016/j.yebeh.2019.106530,CC BY 4.0,Public,CC BY 4.0,,arthur,1-18-2025
